Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location
6900 Shallowford Rd,Chattanooga,TN,37421,02/25/2018 02:00:00 AM,TN0330100,C9,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-016918,3,Pending/Possible Leads,35.044565084,-85.161891896999947,"(35.044565084, -85.161891897)"
6800 Lee Hwy,Chattanooga,TN,37421,02/25/2018 02:03:00 AM,TN0330100,C6,90D,Driving Under The Influence,Part 2 Crimes,18-016816,2,Cleared by Arrest,35.041314087,-85.168281825999983,"(35.041314087, -85.168281826)"
6800 Lee Hwy,Chattanooga,TN,37421,02/25/2018 02:03:00 AM,TN0330100,C6,91Z,,,18-016816,2,Cleared by Arrest,35.041314087,-85.168281825999983,"(35.041314087, -85.168281826)"
2600 4th Ave,Chattanooga,TN,37407,02/25/2018 02:19:00 AM,TN0330100,B8,13B,Simple Assault,Part 1 Crimes,18-016815,3,Pending/Possible Leads,35.014265868000074,-85.282247310999949,"(35.014265868, -85.282247311)"
1900 E 26th St,Chattanooga,TN,37407,02/25/2018 02:19:00 AM,TN0330100,B7,91Z,,,18-016831,3,Pending/Possible Leads,35.014039878,-85.28518984,"(35.014039878, -85.28518984)"
200 Croll Ct,Chattanooga,TN,37410,02/25/2018 02:20:00 AM,TN0330100,A11,91Z,,,18-016817,3,Pending/Possible Leads,35.012125881,-85.310461204999939,"(35.012125881, -85.310461205)"
1000 Grey Oaks Ln,Chattanooga,TN,37421,02/25/2018 02:40:00 AM,TN0330100,C8,91Z,,,18-016820,3,Pending/Possible Leads,34.997482509000058,-85.147700718999943,"(34.997482509, -85.147700719)"
600 Dodson Ave,Chattanooga,TN,37404,02/25/2018 02:46:00 AM,TN0330100,B4,91Z,,,18-016819,3,Pending/Possible Leads,35.040984311,-85.265480274999945,"(35.040984311, -85.265480275)"
4500 Rogers Rd,Chattanooga,TN,37411,02/25/2018 03:00:00 AM,TN0330100,C2,91Z,,,18-016822,3,Pending/Possible Leads,35.026090011,-85.229493821999952,"(35.026090011, -85.229493822)"
2300 Mccallie Ave,Chattanooga,TN,37404,02/25/2018 03:00:00 AM,TN0330100,B4,91Z,,,18-016830,3,Pending/Possible Leads,35.032850432,-85.267569223999942,"(35.032850432, -85.267569224)"
6300 Hixson Pike,Chattanooga,TN,37343,02/25/2018 03:18:00 AM,TN0330100,A1,91Z,,,18-016825,3,Pending/Possible Leads,35.155594289000071,-85.198046305999966,"(35.155594289, -85.198046306)"
600 E 11th St,Chattanooga,TN,37403,02/25/2018 04:00:00 AM,TN0330100,A9,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-017494,3,Pending/Possible Leads,35.042152183000077,-85.303420711999962,"(35.042152183, -85.303420712)"
400 Money Tree Ln,Chattanooga,TN,37405,02/25/2018 04:00:00 AM,TN0330100,A4,11A,Forcible Rape,Part 1 Crimes,18-017891,3,Pending/Possible Leads,35.065595757,-85.297306962999983,"(35.065595757, -85.297306963)"
2000 E 23rd St,Chattanooga,TN,37404,02/25/2018 04:09:00 AM,TN0330100,B6,91Z,,,18-016835,3,Pending/Possible Leads,35.019904660000073,-85.283851897999952,"(35.01990466, -85.283851898)"
600 N Valley Dr,Chattanooga,TN,37415,02/25/2018 04:26:00 AM,TN0330100,A5,91Z,,,18-016837,3,Pending/Possible Leads,35.120538298000056,-85.307394664999961,"(35.120538298, -85.307394665)"
100 Hollyberry Ln,Chattanooga,TN,37411,02/25/2018 04:30:00 AM,TN0330100,C2,91Z,,,18-016909,3,Pending/Possible Leads,35.019472281000077,-85.237049850999966,"(35.019472281, -85.237049851)"
2500 Harrison Pike,Chattanooga,TN,37406,02/25/2018 06:00:00 AM,TN0330100,B1,91Z,,,18-016849,3,Pending/Possible Leads,35.080827591000066,-85.237823042999935,"(35.080827591, -85.237823043)"
E 11th St,Chattanooga,TN,37402,02/25/2018 06:38:00 AM,TN0330100,A9,91Z,,,18-016847,3,Pending/Possible Leads,35.0439306,-85.308481280999985,"(35.0439306, -85.308481281)"
2600 Walker Rd,Chattanooga,TN,37421,02/25/2018 07:00:00 AM,TN0330100,C9,13B,Simple Assault,Part 1 Crimes,18-017062,3,Pending/Possible Leads,35.053745318000068,-85.138269155999978,"(35.053745318, -85.138269156)"
3400 Plumwood Rd,Chattanooga,TN,37411,02/25/2018 07:50:00 AM,TN0330100,C1,91Z,,,18-016866,3,Pending/Possible Leads,35.052178382,-85.23863749,"(35.052178382, -85.23863749)"
2200 E 24th Street Ct,Chattanooga,TN,37407,02/25/2018 08:00:00 AM,TN0330100,B8,13B,Simple Assault,Part 1 Crimes,18-016870,3,Pending/Possible Leads,35.014646986000066,-85.28042823499996,"(35.014646986, -85.280428235)"
700 E 11th St,Chattanooga,TN,37403,02/25/2018 08:00:00 AM,TN0330100,A9,90J,Trespass Of Real Property,Part 2 Crimes,18-016867,2,Cleared by Arrest,35.040921851000057,-85.300734597999991,"(35.040921851, -85.300734598)"
7700 Hansley Dr,Chattanooga,TN,37416,02/25/2018 08:08:00 AM,TN0330100,C5,91Z,,,18-016868,3,Pending/Possible Leads,35.077418497,-85.171804047999984,"(35.077418497, -85.171804048)"
2200 Hamilton Place Blvd,Chattanooga,TN,37421,02/25/2018 08:11:00 AM,TN0330100,C7,91Z,,,18-016869,3,Pending/Possible Leads,35.039646854000061,-85.155006992999958,"(35.039646854, -85.155006993)"
3200 Wilcox Blvd,Chattanooga,TN,37411,02/25/2018 08:28:00 AM,TN0330100,C1,91Z,,,18-016873,3,Pending/Possible Leads,35.048734565,-85.243372577999992,"(35.048734565, -85.243372578)"
7300 E Brainerd Rd,Chattanooga,TN,37421,02/25/2018 08:53:00 AM,TN0330100,C8,91Z,,,18-016875,3,Pending/Possible Leads,35.016446732,-85.164588423999959,"(35.016446732, -85.164588424)"
3300 Lockwood Dr,Chattanooga,TN,37415,02/25/2018 09:00:00 AM,TN0330100,A3,91Z,,,18-018489,3,Pending/Possible Leads,35.10669218,-85.285138300999989,"(35.10669218, -85.285138301)"
4000 Brainerd Rd,Chattanooga,TN,37411,02/25/2018 09:07:00 AM,TN0330100,C2,91Z,,,18-016881,3,Pending/Possible Leads,35.018537389,-85.240224094999945,"(35.018537389, -85.240224095)"
1300 Vanessa Dr,Chattanooga,TN,37343,02/25/2018 09:09:00 AM,TN0330100,A3,91Z,,,18-016880,3,Pending/Possible Leads,35.134309607000056,-85.25516483799997,"(35.134309607, -85.255164838)"
4800 Hixson Pike,Chattanooga,TN,37343,02/25/2018 09:14:00 AM,TN0330100,A3,35A,Drug/Narcotic Violations,Part 1 Crimes,18-016883,3,Pending/Possible Leads,35.126883826,-85.246636454999944,"(35.126883826, -85.246636455)"
1900 Northpoint Blvd,Chattanooga,TN,37343,02/25/2018 10:00:00 AM,TN0330100,A1,91Z,,,18-016893,3,Pending/Possible Leads,35.138389493,-85.242190903999941,"(35.138389493, -85.242190904)"
1200 Gadd Rd,Chattanooga,TN,37343,02/25/2018 10:26:00 AM,TN0330100,A1,91Z,,,18-016895,3,Pending/Possible Leads,35.141620764,-85.245507338999928,"(35.141620764, -85.245507339)"
600 Commercial Ln,Chattanooga,TN,37405,02/25/2018 10:30:00 AM,TN0330100,A5,91Z,,,18-016991,3,Pending/Possible Leads,35.10103110200005,-85.326653121999939,"(35.101031102, -85.326653122)"
2200 Morris Hill Rd,Chattanooga,TN,37421,02/25/2018 10:30:00 AM,TN0330100,C7,91Z,,,18-016906,2,Cleared by Arrest,35.029987106,-85.123044701999945,"(35.029987106, -85.123044702)"
800 N Germantown Rd,Chattanooga,TN,37411,02/25/2018 11:18:00 AM,TN0330100,C2,35A,Drug/Narcotic Violations,Part 1 Crimes,18-016926,3,Pending/Possible Leads,35.036565992000071,-85.240515246999976,"(35.036565992, -85.240515247)"
800 Broad St,Chattanooga,TN,37402,02/25/2018 11:35:00 AM,TN0330100,A7,91Z,,,18-016910,3,Pending/Possible Leads,35.046238204000062,-85.310538312999981,"(35.046238204, -85.310538313)"
2300 Lifestyle Way,Chattanooga,TN,37421,02/25/2018 11:55:00 AM,TN0330100,C9,91Z,,,18-016939,2,Cleared by Arrest,35.042280002000055,-85.151430741999974,"(35.042280002, -85.151430742)"
2400 5th Avenue Ct,Chattanooga,TN,37407,02/25/2018 11:59:00 AM,TN0330100,B8,91Z,,,18-016914,3,Pending/Possible Leads,35.014992454,-85.281106800999964,"(35.014992454, -85.281106801)"
2500 De Sales Ave,Chattanooga,TN,37404,02/25/2018 12:00:00 PM,TN0330100,B4,23H,All Other Larceny,Part 1 Crimes,18-016983,2,Cleared by Arrest,35.040195677,-85.261084622999959,"(35.040195677, -85.261084623)"
900 Mountain Creek Rd,Chattanooga,TN,37405,02/25/2018 12:00:00 PM,TN0330100,A5,23F,Theft From Motor Vehicle,Part 1 Crimes,18-017091,3,Pending/Possible Leads,35.101949589,-85.328188295999936,"(35.101949589, -85.328188296)"
4900 Woodland View Cir,Chattanooga,TN,37410,02/25/2018 12:04:00 PM,TN0330100,A12,91Z,,,18-016917,3,Pending/Possible Leads,34.992583111000066,-85.306203100999937,"(34.992583111, -85.306203101)"
200 Oliver St,Chattanooga,TN,37405,02/25/2018 12:25:00 PM,TN0330100,A4,91Z,,,18-016924,3,Pending/Possible Leads,35.063834486000054,-85.305393106999944,"(35.063834486, -85.305393107)"
5900 Hickory Valley Rd,Chattanooga,TN,37416,02/25/2018 12:30:00 PM,TN0330100,C6,13A,Aggravated Assault,Part 1 Crimes,18-016921,2,Cleared by Arrest,35.088905026000063,-85.162287164999981,"(35.088905026, -85.162287165)"
300 Paden Ln,Chattanooga,TN,37411,02/25/2018 12:47:00 PM,TN0330100,C2,91Z,,,18-016923,3,Pending/Possible Leads,35.015124456000066,-85.249118408999962,"(35.015124456, -85.249118409)"
8000 Batters Place Rd,Chattanooga,TN,37421,02/25/2018 01:00:00 PM,TN0330100,C7,23F,Theft From Motor Vehicle,Part 1 Crimes,18-016932,3,Pending/Possible Leads,35.023921134000069,-85.138572679999939,"(35.023921134, -85.13857268)"
1700 Mitchell Ave,Chattanooga,TN,37408,02/25/2018 01:00:00 PM,TN0330100,A10,91Z,,,18-016943,4,Inactive/Suspended,35.033781358000056,-85.30630863,"(35.033781358, -85.30630863)"
1400 Market St,Chattanooga,TN,37408,02/25/2018 01:00:00 PM,TN0330100,A9,91Z,,,18-016931,3,Pending/Possible Leads,35.037226097,-85.307235306999971,"(35.037226097, -85.307235307)"
2800 Rossville Blvd,Chattanooga,TN,37407,02/25/2018 01:08:00 PM,TN0330100,B7,35A,Drug/Narcotic Violations,Part 1 Crimes,18-016934,2,Cleared by Arrest,35.015389002000063,-85.293213392999945,"(35.015389002, -85.293213393)"
2800 Rossville Blvd,Chattanooga,TN,37407,02/25/2018 01:08:00 PM,TN0330100,B7,35B,Drug Equipment Violations,Part 1 Crimes,18-016934,2,Cleared by Arrest,35.015389002000063,-85.293213392999945,"(35.015389002, -85.293213393)"
1100 Carter St,Chattanooga,TN,37402,02/25/2018 01:42:00 PM,TN0330100,A9,91Z,,,18-016948,3,Pending/Possible Leads,35.04366888600007,-85.312927172999963,"(35.043668886, -85.312927173)"
4500 Highway 58,Chattanooga,TN,37416,02/25/2018 01:45:00 PM,TN0330100,C5,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,18-017537,3,Pending/Possible Leads,35.085588243000075,-85.19514032899994,"(35.085588243, -85.195140329)"
4500 Highway 58,Chattanooga,TN,37416,02/25/2018 01:45:00 PM,TN0330100,C5,23H,All Other Larceny,Part 1 Crimes,18-017537,3,Pending/Possible Leads,35.085588243000075,-85.19514032899994,"(35.085588243, -85.195140329)"
6900 Lee Hwy,Chattanooga,TN,37421,02/25/2018 01:50:00 PM,TN0330100,C6,91Z,,,18-016987,3,Pending/Possible Leads,35.043370928000066,-85.166410705999979,"(35.043370928, -85.166410706)"
1900 Northpoint Blvd,Chattanooga,TN,37343,02/25/2018 01:55:00 PM,TN0330100,A1,91Z,,,18-016949,3,Pending/Possible Leads,35.137603493,-85.242926903999944,"(35.137603493, -85.242926904)"
5900 Lee Hwy,Chattanooga,TN,37421,02/25/2018 02:00:00 PM,TN0330100,C4,91Z,,,18-016969,3,Pending/Possible Leads,35.021523614000053,-85.199333421999938,"(35.021523614, -85.199333422)"
2400 Hickory Valley Rd,Chattanooga,TN,37421,02/25/2018 02:00:00 PM,TN0330100,C9,91Z,,,18-016956,3,Pending/Possible Leads,35.050542446000073,-85.163859796999972,"(35.050542446, -85.163859797)"
500 Woodland Ave,Chattanooga,TN,37405,02/25/2018 02:00:00 PM,TN0330100,A4,220,Burglary/Breaking And Entering,Part 1 Crimes,18-017261,3,Pending/Possible Leads,35.067636702000051,-85.30700520699996,"(35.067636702, -85.307005207)"
1900 Rawlings St,Chattanooga,TN,37404,02/25/2018 02:20:00 PM,TN0330100,B3,13A,Aggravated Assault,Part 1 Crimes,18-016965,2,Cleared by Arrest,35.048121913000067,-85.26809677,"(35.048121913, -85.26809677)"
5000 Sunbeam Ave,Chattanooga,TN,37411,02/25/2018 02:20:00 PM,TN0330100,C3,91Z,,,18-016960,2,Cleared by Arrest,35.011073865,-85.227343857999969,"(35.011073865, -85.227343858)"
500 Tall Timber Trl,Chattanooga,TN,37415,02/25/2018 02:30:00 PM,TN0330100,A1,91Z,,,18-016980,3,Pending/Possible Leads,35.159476811,-85.276177237999931,"(35.159476811, -85.276177238)"
1800 Chestnut St,Chattanooga,TN,37408,02/25/2018 02:40:00 PM,TN0330100,A10,250,Forgery/Counterfeiting,Part 1 Crimes,18-016971,3,Pending/Possible Leads,35.03741565600005,-85.314788441999937,"(35.037415656, -85.314788442)"
6900 Lee Hwy,Chattanooga,TN,37421,02/25/2018 02:43:00 PM,TN0330100,C6,91Z,,,18-016999,3,Pending/Possible Leads,35.043481241000073,-85.164183690999948,"(35.043481241, -85.164183691)"
4800 Hal Dr,Chattanooga,TN,37416,02/25/2018 02:44:00 PM,TN0330100,C5,91Z,,,18-016972,3,Pending/Possible Leads,35.083801629000078,-85.185861274999965,"(35.083801629, -85.185861275)"
800 Broad St,Chattanooga,TN,37402,02/25/2018 03:15:00 PM,TN0330100,A7,90C,Disorderly Conduct,Part 2 Crimes,18-016981,2,Cleared by Arrest,35.046893263000079,-85.309556930999946,"(35.046893263, -85.309556931)"
300 High St,Chattanooga,TN,37403,02/25/2018 03:30:00 PM,TN0330100,A7,91Z,,,18-016986,3,Pending/Possible Leads,35.053364214,-85.30589262,"(35.053364214, -85.30589262)"
300 Mccallie Ave,Chattanooga,TN,37402,02/25/2018 03:43:00 PM,TN0330100,A7,91Z,,,18-016977,3,Pending/Possible Leads,35.047263800000074,-85.305806145999938,"(35.0472638, -85.305806146)"
2500 De Sales Ave,Chattanooga,TN,37404,02/25/2018 03:50:00 PM,TN0330100,B4,23H,All Other Larceny,Part 1 Crimes,18-016988,3,Pending/Possible Leads,35.040114677,-85.261648622999957,"(35.040114677, -85.261648623)"
1900 Northpoint Blvd,Chattanooga,TN,37343,02/25/2018 04:00:00 PM,TN0330100,A1,91Z,,,18-016997,3,Pending/Possible Leads,35.138033493,-85.242850903999937,"(35.138033493, -85.242850904)"
2300 Jenkins Rd,Chattanooga,TN,37421,02/25/2018 04:11:00 PM,TN0330100,C9,90Z,All Other Offenses,Part 2 Crimes,18-016994,2,Cleared by Arrest,35.033431354000072,-85.132845730999961,"(35.033431354, -85.132845731)"
2300 Jenkins Rd,Chattanooga,TN,37421,02/25/2018 04:11:00 PM,TN0330100,C9,35A,Drug/Narcotic Violations,Part 1 Crimes,18-016994,2,Cleared by Arrest,35.033431354000072,-85.132845730999961,"(35.033431354, -85.132845731)"
2300 Jenkins Rd,Chattanooga,TN,37421,02/25/2018 04:11:00 PM,TN0330100,C9,35B,Drug Equipment Violations,Part 1 Crimes,18-016994,2,Cleared by Arrest,35.033431354000072,-85.132845730999961,"(35.033431354, -85.132845731)"
4200 Alabama Ave,Chattanooga,TN,37409,02/25/2018 04:30:00 PM,TN0330100,A12,220,Burglary/Breaking And Entering,Part 1 Crimes,18-017016,3,Pending/Possible Leads,35.004958614,-85.329997976999977,"(35.004958614, -85.329997977)"
2700 Haywood Ave,Chattanooga,TN,37415,02/25/2018 04:32:00 PM,TN0330100,A3,91Z,,,18-016995,3,Pending/Possible Leads,35.093406634,-85.287425771999963,"(35.093406634, -85.287425772)"
4900 N Terrace,Chattanooga,TN,37411,02/25/2018 04:46:00 PM,TN0330100,C4,91Z,,,18-017001,3,Pending/Possible Leads,35.006059275000055,-85.229496084999965,"(35.006059275, -85.229496085)"
3100 Dee Dr,Chattanooga,TN,37406,02/25/2018 04:48:00 PM,TN0330100,C1,91Z,,,18-016989,3,Pending/Possible Leads,35.054681720000076,-85.241811263999992,"(35.05468172, -85.241811264)"
400 W 38th St,Chattanooga,TN,37410,02/25/2018 04:57:00 PM,TN0330100,A12,91Z,,,18-017003,3,Pending/Possible Leads,35.008214634000069,-85.316074405999942,"(35.008214634, -85.316074406)"
1800 Gunbarrel Rd,Chattanooga,TN,37421,02/25/2018 05:00:00 PM,TN0330100,C8,23C,Shoplifting,Part 1 Crimes,18-017005,2,Cleared by Arrest,35.024900693000077,-85.158843737999987,"(35.024900693, -85.158843738)"
1900 Walker Ave,Chattanooga,TN,37404,02/25/2018 05:00:00 PM,TN0330100,B4,280,"Stolen Property Offenses (Receiving, Etc.)",Part 1 Crimes,18-017014,2,Cleared by Arrest,35.045377933000069,-85.269973582999981,"(35.045377933, -85.269973583)"
4800 Rossville Blvd,Chattanooga,TN,37407,02/25/2018 05:08:00 PM,TN0330100,B9,91Z,,,18-017004,3,Pending/Possible Leads,34.986998436,-85.287708138999946,"(34.986998436, -85.287708139)"
800 Munro Rd,Chattanooga,TN,37415,02/25/2018 05:30:00 PM,TN0330100,A3,91Z,,,18-017011,3,Pending/Possible Leads,35.109923733000066,-85.273877388999978,"(35.109923733, -85.273877389)"
4900 Marylin Ln,Chattanooga,TN,37411,02/25/2018 05:42:00 PM,TN0330100,C3,91Z,,,18-017026,2,Cleared by Arrest,35.024356166,-85.22087651599999,"(35.024356166, -85.220876516)"
4900 Marylin Ln,Chattanooga,TN,37411,02/25/2018 05:44:00 PM,TN0330100,C3,35A,Drug/Narcotic Violations,Part 1 Crimes,18-017025,2,Cleared by Arrest,35.024979166,-85.221855515999991,"(35.024979166, -85.221855516)"
4900 Marylin Ln,Chattanooga,TN,37411,02/25/2018 05:44:00 PM,TN0330100,C3,35B,Drug Equipment Violations,Part 1 Crimes,18-017025,2,Cleared by Arrest,35.024979166,-85.221855515999991,"(35.024979166, -85.221855516)"
5400 Highway 153,Chattanooga,TN,37343,02/25/2018 05:45:00 PM,TN0330100,A1,13B,Simple Assault,Part 1 Crimes,18-017013,2,Cleared by Arrest,35.13943039400008,-85.247306773999966,"(35.139430394, -85.247306774)"
900 W 37th St,Chattanooga,TN,37410,02/25/2018 06:00:00 PM,TN0330100,A11,23D,Theft From Buildings,Part 1 Crimes,18-024364,3,Pending/Possible Leads,35.009867381000078,-85.31802611599997,"(35.009867381000078, -85.31802611599997)"
3300 Whitney St,Chattanooga,TN,37351,02/25/2018 06:00:00 PM,TN0330100,A3,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-017874,3,Pending/Possible Leads,35.10361684,-85.266366882999989,"(35.10361684, -85.266366883)"
4900 Woodland View Cir,Chattanooga,TN,37410,02/25/2018 06:00:00 PM,TN0330100,A12,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-017019,3,Pending/Possible Leads,34.992981819,-85.30682524099997,"(34.992981819, -85.306825241)"
2500 Market St,Chattanooga,TN,37408,02/25/2018 06:23:00 PM,TN0330100,A10,91Z,,,18-017018,3,Pending/Possible Leads,35.027434098000057,-85.310593636999954,"(35.027434098, -85.310593637)"
4200 Rogers Rd,Chattanooga,TN,37411,02/25/2018 06:25:00 PM,TN0330100,C2,23H,All Other Larceny,Part 1 Crimes,18-017029,3,Pending/Possible Leads,35.02721235,-85.231707663999984,"(35.02721235, -85.231707664)"
300 Paden Ln,Chattanooga,TN,37411,02/25/2018 06:36:00 PM,TN0330100,C2,91Z,,,18-017022,3,Pending/Possible Leads,35.015227456000062,-85.247617408999957,"(35.015227456, -85.247617409)"
600 N Orchard Knob Ave,Chattanooga,TN,37404,02/25/2018 06:41:00 PM,TN0330100,B4,91Z,,,18-017027,3,Pending/Possible Leads,35.044087551,-85.271199536999958,"(35.044087551, -85.271199537)"
2300 4th Ave,Chattanooga,TN,37404,02/25/2018 06:49:00 PM,TN0330100,B6,91Z,,,18-017032,3,Pending/Possible Leads,35.018789872000063,-85.278834541999956,"(35.018789872, -85.278834542)"
500 W Shadowlawn Dr,Chattanooga,TN,37404,02/25/2018 07:00:00 PM,TN0330100,B9,91Z,,,18-017041,3,Pending/Possible Leads,34.998391465000054,-85.27400043599998,"(34.998391465, -85.274000436)"
4300 Grand Ave,Chattanooga,TN,37410,02/25/2018 07:11:00 PM,TN0330100,A12,13B,Simple Assault,Part 1 Crimes,18-017033,3,Pending/Possible Leads,35.003046396000073,-85.319690772999977,"(35.003046396, -85.319690773)"
7400 Commons Blvd,Chattanooga,TN,37421,02/25/2018 07:18:00 PM,TN0330100,C7,91Z,,,18-017043,3,Pending/Possible Leads,35.034010284000082,-85.145622502999956,"(35.034010284, -85.145622503)"
400 Valleybrook Rd,Chattanooga,TN,37343,02/25/2018 07:23:00 PM,TN0330100,A1,23F,Theft From Motor Vehicle,Part 1 Crimes,18-017036,2,Cleared by Arrest,35.157942394000081,-85.202713121999977,"(35.157942394, -85.202713122)"
400 Valleybrook Rd,Chattanooga,TN,37343,02/25/2018 07:23:00 PM,TN0330100,A1,520,Weapon Law Violations,Part 1 Crimes,18-017036,2,Cleared by Arrest,35.157942394000081,-85.202713121999977,"(35.157942394, -85.202713122)"
4900 Jeffery Ln,Chattanooga,TN,37410,02/25/2018 07:31:00 PM,TN0330100,A12,13B,Simple Assault,Part 1 Crimes,18-017037,3,Pending/Possible Leads,34.990681997000067,-85.306022697999964,"(34.990681997, -85.306022698)"
3000 12th Ave,Chattanooga,TN,37407,02/25/2018 07:34:00 PM,TN0330100,B8,90J,Trespass Of Real Property,Part 2 Crimes,18-017042,2,Cleared by Arrest,35.005255415000079,-85.277662917999962,"(35.005255415, -85.277662918)"
8500 Oak View Dr,Chattanooga,TN,37421,02/25/2018 07:37:00 PM,TN0330100,C8,91Z,,,18-017049,3,Pending/Possible Leads,34.996096563000073,-85.141076144999943,"(34.996096563, -85.141076145)"
3000 12th Ave,Chattanooga,TN,37407,02/25/2018 07:45:00 PM,TN0330100,B8,90J,Trespass Of Real Property,Part 2 Crimes,18-017046,2,Cleared by Arrest,35.006940338,-85.277989184999967,"(35.006940338, -85.277989185)"
3000 12th Ave,Chattanooga,TN,37407,02/25/2018 07:45:00 PM,TN0330100,B8,35B,Drug Equipment Violations,Part 1 Crimes,18-017046,2,Cleared by Arrest,35.006940338,-85.277989184999967,"(35.006940338, -85.277989185)"
2300 E 23rd St,Chattanooga,TN,37407,02/25/2018 07:52:00 PM,TN0330100,B6,23C,Shoplifting,Part 1 Crimes,18-017044,3,Pending/Possible Leads,35.016296297000054,-85.277387101999977,"(35.016296297, -85.277387102)"
1600 Oak St,Chattanooga,TN,37404,02/25/2018 07:58:00 PM,TN0330100,B4,13A,Aggravated Assault,Part 1 Crimes,18-017045,2,Cleared by Arrest,35.037859465000054,-85.277674262999966,"(35.037859465, -85.277674263)"
5000 N Moore Ln,Chattanooga,TN,37411,02/25/2018 08:00:00 PM,TN0330100,C3,91Z,,,18-017081,3,Pending/Possible Leads,35.024299868000064,-85.219047704999966,"(35.024299868, -85.219047705)"
1100 Fernway Rd,Chattanooga,TN,37405,02/25/2018 08:35:00 PM,TN0330100,A4,91Z,,,18-017050,3,Pending/Possible Leads,35.083974298000058,-85.294902600999947,"(35.083974298, -85.294902601)"
400 Greenway View Dr,Chattanooga,TN,37411,02/25/2018 08:40:00 PM,TN0330100,C3,91Z,,,18-017053,3,Pending/Possible Leads,35.008469739,-85.206717295999965,"(35.008469739, -85.206717296)"
